weight_class,category,direction,rank,fighter,score,prior_fights,days_since_last_fight,supporting_stats_json
Lightweight,reach,worst,2,John Makdessi,68.0,20,973,"{""height_inches"": 68.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": 0.0}"
Lightweight,reach,worst,3,Jared Gordon,68.0,17,0,"{""height_inches"": 69.0, ""reach_inches"": 68.0, ""reach_minus_height_inches"": -1.0}"
Lightweight,reach,worst,4,Joaquim Silva,69.0,12,238,"{""height_inches"": 68.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 1.0}"
Lightweight,reach,worst,5,Ilia Topuria,69.0,9,315,"{""height_inches"": 67.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": 2.0}"
Lightweight,reach_for_size,best,1,Diego Ferreira,5.0,17,238,"{""height_inches"": 69.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 5.0}"
Lightweight,reach_for_size,best,2,Arman Tsarukyan,5.0,12,168,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Lightweight,reach_for_size,best,3,Ludovit Klein,5.0,11,196,"{""height_inches"": 67.0, ""reach_inches"": 72.0, ""reach_minus_height_inches"": 5.0}"
Lightweight,reach_for_size,best,4,Charles Oliveira,4.0,36,63,"{""height_inches"": 70.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 4.0}"
Lightweight,reach_for_size,best,5,Damir Ismagulov,4.0,7,1043,"{""height_inches"": 70.0, ""reach_inches"": 74.0, ""reach_minus_height_inches"": 4.0}"
Lightweight,reach_for_size,worst,1,Max Holloway,-2.0,32,63,"{""height_inches"": 71.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": -2.0}"
Lightweight,reach_for_size,worst,2,Viacheslav Borshchev,-2.0,9,175,"{""height_inches"": 71.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": -2.0}"
Lightweight,reach_for_size,worst,3,Tom Nolan,-2.0,5,224,"{""height_inches"": 75.0, ""reach_inches"": 73.0, ""reach_minus_height_inches"": -2.0}"
Lightweight,reach_for_size,worst,4,Justin Gaethje,-1.0,15,105,"{""height_inches"": 71.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": -1.0}"
Lightweight,reach_for_size,worst,5,Roosevelt Roberts,-1.0,9,588,"{""height_inches"": 74.0, ""reach_inches"": 73.0, ""reach_minus_height_inches"": -1.0}"
Welterweight,overall,best,1,Islam Makhachev,2.279,18,175,"{""prior_elo"": 1750.394, ""prior_win_rate"": 0.944, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 17.712, ""prior_finish_win_rate"": 0.611}"
Welterweight,overall,best,2,Michael Morales,1.786,7,175,"{""prior_elo"": 1637.804, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 61.799, ""prior_finish_win_rate"": 0.714}"
Welterweight,overall,best,3,Shavkat Rakhmonov,1.612,7,518,"{""prior_elo"": 1629.156, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 18.346, ""prior_finish_win_rate"": 0.857}"
Welterweight,overall,best,4,Carlos Prates,1.392,8,7,"{""prior_elo"": 1639.265, ""prior_win_rate"": 0.875, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 7.062, ""prior_finish_win_rate"": 0.875}"
Welterweight,overall,best,5,Rinat Fakhretdinov,1.368,6,245,"{""prior_elo"": 1594.581, ""prior_win_rate"": 1.0, ""recent_5_win_rate"": 1.0, ""avg_sig_str_differential_per_15"": 83.652, ""prior_finish_win_rate"": 0.333}"
Welterweight,overall,worst,1,Rhys McKee,-1.737,6,245,"{""prior_elo"": 1446.07, ""prior_win_rate"": 0.167, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -52.072, ""prior_finish_win_rate"": 0.167}"
Welterweight,overall,worst,2,Francisco Prado,-1.46,6,28,"{""prior_elo"": 1451.591, ""prior_win_rate"": 0.167, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": 2.361, ""prior_finish_win_rate"": 0.167}"
Welterweight,overall,worst,3,Andre Fialho,-1.385,7,959,"{""prior_elo"": 1457.556, ""prior_win_rate"": 0.286, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -33.812, ""prior_finish_win_rate"": 0.286}"
Welterweight,overall,worst,4,Wellington Turman,-1.271,9,889,"{""prior_elo"": 1455.122, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -21.129, ""prior_finish_win_rate"": 0.111}"
Welterweight,overall,worst,5,Preston Parsons,-1.209,6,483,"{""prior_elo"": 1469.806, ""prior_win_rate"": 0.333, ""recent_5_win_rate"": 0.4, ""avg_sig_str_differential_per_15"": -17.145, ""prior_finish_win_rate"": 0.0}"
Welterweight,striking,best,1,Rinat Fakhretdinov,2.509,6,245,"{""avg_sig_str_differential_per_15"": 83.652, ""avg_sig_str_landed_per_15"": 138.056, ""avg_sig_str_absorbed_per_15"": 54.404, ""avg_sig_str_accuracy"": 0.594, ""avg_sig_str_defense"": 0.617, ""avg_kd_for"": 0.333, ""avg_kd_against"": 0.0}"
Welterweight,striking,best,2,Michael Morales,2.015,7,175,"{""avg_sig_str_differential_per_15"": 61.799, ""avg_sig_str_landed_per_15"": 101.775, ""avg_sig_str_absorbed_per_15"": 39.975, ""avg_sig_str_accuracy"": 0.559, ""avg_sig_str_defense"": 0.581, ""avg_kd_for"": 1.0, ""avg_kd_against"": 0.0}"
Welterweight,striking,best,3,Chidi Njokuani,1.837,10,77,"{""avg_sig_str_differential_per_15"": 67.688, ""avg_sig_str_landed_per_15"": 135.53, ""avg_sig_str_absorbed_per_15"": 67.842, ""avg_sig_str_accuracy"": 0.639, ""avg_sig_str_defense"": 0.486, ""avg_kd_for"": 0.3, ""avg_kd_against"": 0.1}"
Welterweight,striking,best,4,Themba Gorimbo,1.612,8,7,"{""avg_sig_str_differential_per_15"": 56.52, ""avg_sig_str_landed_per_15"": 79.83, ""avg_sig_str_absorbed_per_15"": 23.311, ""avg_sig_str_accuracy"": 0.594, ""avg_sig_str_defense"": 0.59, ""avg_kd_for"": 0.25, ""avg_kd_against"": 0.0}"
Welterweight,striking,best,5,Song Kenan,1.363,11,532,"{""avg_sig_str_differential_per_15"": 56.53, ""avg_sig_str_landed_per_15"": 138.574, ""avg_sig_str_absorbed_per_15"": 82.044, ""avg_sig_str_accuracy"": 0.52, ""avg_sig_str_defense"": 0.512, ""avg_kd_for"": 0.455, ""avg_kd_against"": 0.273}"
Welterweight,striking,worst,1,Rhys McKee,-1.852,6,245,"{""avg_sig_str_differential_per_15"": -52.072, ""avg_sig_str_landed_per_15"": 66.856, ""avg_sig_str_absorbed_per_15"": 118.928, ""avg_sig_str_accuracy"": 0.383, ""avg_sig_str_defense"": 0.47, ""avg_kd_for"": 0.5, ""avg_kd_against"": 0.167}"
Welterweight,striking,worst,2,Andre Fialho,-1.611,7,959,"{""avg_sig_str_differential_per_15"": -33.812, ""avg_sig_str_landed_per_15"": 58.596, ""avg_sig_str_absorbed_per_15"": 92.408, ""avg_sig_str_accuracy"": 0.45, ""avg_sig_str_defense"": 0.472, ""avg_kd_for"": 0.286, ""avg_kd_against"": 0.571}"
Welterweight,striking,worst,3,Danny Roberts,-1.41,14,1022,"{""avg_sig_str_differential_per_15"": -21.094, ""avg_sig_str_landed_per_15"": 40.368, ""avg_sig_str_absorbed_per_15"": 61.462, ""avg_sig_str_accuracy"": 0.397, ""avg_sig_str_defense"": 0.47, ""avg_kd_for"": 0.214, ""avg_kd_against"": 0.571}"
Welterweight,striking,worst,4,Niko Price,-1.26,19,42,"{""avg_sig_str_differential_per_15"": -26.572, ""avg_sig_str_landed_per_15"": 66.684, ""avg_sig_str_absorbed_per_15"": 93.256, ""avg_sig_str_accuracy"": 0.42, ""avg_sig_str_defense"": 0.467, ""avg_kd_for"": 0.211, ""avg_kd_against"": 0.211}"
Welterweight,striking,worst,5,Adam Fugitt,-1.184,6,105,"{""avg_sig_str_differential_per_15"": -13.687, ""avg_sig_str_landed_per_15"": 69.381, ""avg_sig_str_absorbed_per_15"": 83.068, ""avg_sig_str_accuracy"": 0.488, ""avg_sig_str_defense"": 0.525, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.833}"
Welterweight,grappling,best,1,Gabriel Bonfim,2.171,7,182,"{""avg_td_landed_per_15"": 4.152, ""avg_td_accuracy"": 0.751, ""avg_td_defense"": 0.923, ""avg_ctrl_seconds_per_15"": 184.762, ""avg_sub_att_per_15"": 5.04, ""avg_td_absorbed_per_15"": 0.571, ""avg_ctrl_absorbed_seconds_per_15"": 75.267}"
Welterweight,grappling,best,2,Rinat Fakhretdinov,2.0,6,245,"{""avg_td_landed_per_15"": 3.167, ""avg_td_accuracy"": 0.459, ""avg_td_defense"": 0.938, ""avg_ctrl_seconds_per_15"": 432.657, ""avg_sub_att_per_15"": 2.727, ""avg_td_absorbed_per_15"": 0.167, ""avg_ctrl_absorbed_seconds_per_15"": 48.167}"
Welterweight,grappling,best,3,Myktybek Orolbai,1.788,6,56,"{""avg_td_landed_per_15"": 7.872, ""avg_td_accuracy"": 0.557, ""avg_td_defense"": 0.375, ""avg_ctrl_seconds_per_15"": 462.24, ""avg_sub_att_per_15"": 0.817, ""avg_td_absorbed_per_15"": 1.0, ""avg_ctrl_absorbed_seconds_per_15"": 61.256}"
Welterweight,grappling,best,4,Islam Makhachev,1.785,18,175,"{""avg_td_landed_per_15"": 3.03, ""avg_td_accuracy"": 0.607, ""avg_td_defense"": 0.917, ""avg_ctrl_seconds_per_15"": 402.153, ""avg_sub_att_per_15"": 1.656, ""avg_td_absorbed_per_15"": 0.103, ""avg_ctrl_absorbed_seconds_per_15"": 57.398}"
Welterweight,grappling,best,5,Sean Brady,1.503,11,0,"{""avg_td_landed_per_15"": 3.24, ""avg_td_accuracy"": 0.569, ""avg_td_defense"": 0.767, ""avg_ctrl_seconds_per_15"": 383.874, ""avg_sub_att_per_15"": 1.025, ""avg_td_absorbed_per_15"": 0.145, ""avg_ctrl_absorbed_seconds_per_15"": 27.617}"
Welterweight,grappling,worst,1,Joel Alvarez,-1.472,11,0,"{""avg_td_landed_per_15"": 0.091, ""avg_td_accuracy"": 0.333, ""avg_td_defense"": 0.31, ""avg_ctrl_seconds_per_15"": 58.999, ""avg_sub_att_per_15"": 1.809, ""avg_td_absorbed_per_15"": 3.874, ""avg_ctrl_absorbed_seconds_per_15"": 292.496}"
Welterweight,grappling,worst,2,Rhys McKee,-1.432,6,245,"{""avg_td_landed_per_15"": 0.0, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.53, ""avg_ctrl_seconds_per_15"": 104.667, ""avg_sub_att_per_15"": 0.0, ""avg_td_absorbed_per_15"": 2.501, ""avg_ctrl_absorbed_seconds_per_15"": 276.165}"
Welterweight,grappling,worst,3,Phil Rowe,-1.373,9,77,"{""avg_td_landed_per_15"": 0.457, ""avg_td_accuracy"": 0.333, ""avg_td_defense"": 0.481, ""avg_ctrl_seconds_per_15"": 98.621, ""avg_sub_att_per_15"": 0.248, ""avg_td_absorbed_per_15"": 2.743, ""avg_ctrl_absorbed_seconds_per_15"": 392.015}"
Welterweight,grappling,worst,4,Chidi Njokuani,-1.343,10,77,"{""avg_td_landed_per_15"": 0.0, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.585, ""avg_ctrl_seconds_per_15"": 128.095, ""avg_sub_att_per_15"": 0.312, ""avg_td_absorbed_per_15"": 3.118, ""avg_ctrl_absorbed_seconds_per_15"": 257.469}"
Welterweight,grappling,worst,5,Nikolay Veretennikov,-1.17,5,91,"{""avg_td_landed_per_15"": 0.4, ""avg_td_accuracy"": 0.111, ""avg_td_defense"": 0.709, ""avg_ctrl_seconds_per_15"": 72.2, ""avg_sub_att_per_15"": 0.4, ""avg_td_absorbed_per_15"": 2.051, ""avg_ctrl_absorbed_seconds_per_15"": 391.544}"
Welterweight,wrestling,best,1,Myktybek Orolbai,2.429,6,56,"{""avg_td_landed_per_15"": 7.872, ""avg_td_attempted_per_15"": 13.111, ""avg_td_accuracy"": 0.557, ""avg_td_defense"": 0.375, ""avg_ctrl_seconds_per_15"": 462.24, ""avg_td_absorbed_per_15"": 1.0}"
Welterweight,wrestling,best,2,Rinat Fakhretdinov,1.73,6,245,"{""avg_td_landed_per_15"": 3.167, ""avg_td_attempted_per_15"": 8.167, ""avg_td_accuracy"": 0.459, ""avg_td_defense"": 0.938, ""avg_ctrl_seconds_per_15"": 432.657, ""avg_td_absorbed_per_15"": 0.167}"
Welterweight,wrestling,best,3,Islam Makhachev,1.617,18,175,"{""avg_td_landed_per_15"": 3.03, ""avg_td_attempted_per_15"": 5.186, ""avg_td_accuracy"": 0.607, ""avg_td_defense"": 0.917, ""avg_ctrl_seconds_per_15"": 402.153, ""avg_td_absorbed_per_15"": 0.103}"
Welterweight,wrestling,best,4,Kamaru Usman,1.589,19,329,"{""avg_td_landed_per_15"": 3.218, ""avg_td_attempted_per_15"": 6.571, ""avg_td_accuracy"": 0.483, ""avg_td_defense"": 0.933, ""avg_ctrl_seconds_per_15"": 388.064, ""avg_td_absorbed_per_15"": 0.243}"
Welterweight,wrestling,best,5,Colby Covington,1.573,17,511,"{""avg_td_landed_per_15"": 4.505, ""avg_td_attempted_per_15"": 9.582, ""avg_td_accuracy"": 0.442, ""avg_td_defense"": 0.476, ""avg_ctrl_seconds_per_15"": 453.356, ""avg_td_absorbed_per_15"": 0.371}"
Welterweight,wrestling,worst,1,Joel Alvarez,-1.66,11,0,"{""avg_td_landed_per_15"": 0.091, ""avg_td_attempted_per_15"": 0.336, ""avg_td_accuracy"": 0.333, ""avg_td_defense"": 0.31, ""avg_ctrl_seconds_per_15"": 58.999, ""avg_td_absorbed_per_15"": 3.874}"
Welterweight,wrestling,worst,2,Chidi Njokuani,-1.284,10,77,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 1.103, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.585, ""avg_ctrl_seconds_per_15"": 128.095, ""avg_td_absorbed_per_15"": 3.118}"
Welterweight,wrestling,worst,3,Rhys McKee,-1.261,6,245,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 1.667, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.53, ""avg_ctrl_seconds_per_15"": 104.667, ""avg_td_absorbed_per_15"": 2.501}"
Welterweight,wrestling,worst,4,Chris Curtis,-1.084,11,56,"{""avg_td_landed_per_15"": 0.0, ""avg_td_attempted_per_15"": 0.091, ""avg_td_accuracy"": 0.0, ""avg_td_defense"": 0.823, ""avg_ctrl_seconds_per_15"": 19.728, ""avg_td_absorbed_per_15"": 2.146}"
Welterweight,wrestling,worst,5,Phil Rowe,-1.033,9,77,"{""avg_td_landed_per_15"": 0.457, ""avg_td_attempted_per_15"": 1.248, ""avg_td_accuracy"": 0.333, ""avg_td_defense"": 0.481, ""avg_ctrl_seconds_per_15"": 98.621, ""avg_td_absorbed_per_15"": 2.743}"
Welterweight,finishing,best,1,Carlos Prates,2.37,8,7,"{""prior_finish_win_rate"": 0.875, ""avg_kd_for"": 1.5, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.875}"
Welterweight,finishing,best,2,Shavkat Rakhmonov,1.614,7,518,"{""prior_finish_win_rate"": 0.857, ""avg_kd_for"": 0.143, ""avg_sub_att_per_15"": 1.555, ""prior_win_rate"": 1.0}"
Welterweight,finishing,best,3,Michael Morales,1.607,7,175,"{""prior_finish_win_rate"": 0.714, ""avg_kd_for"": 1.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 1.0}"
Welterweight,finishing,best,4,Gabriel Bonfim,1.429,7,182,"{""prior_finish_win_rate"": 0.571, ""avg_kd_for"": 0.143, ""avg_sub_att_per_15"": 5.04, ""prior_win_rate"": 0.857}"
Welterweight,finishing,best,5,Uros Medic,1.251,10,77,"{""prior_finish_win_rate"": 0.7, ""avg_kd_for"": 0.8, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.7}"
Welterweight,finishing,worst,1,Ange Loosa,-1.276,5,329,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.2, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.4}"
Welterweight,finishing,worst,2,Michael Page,-1.221,5,49,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.8}"
Welterweight,finishing,worst,3,Preston Parsons,-1.152,6,483,"{""prior_finish_win_rate"": 0.0, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 1.667, ""prior_win_rate"": 0.333}"
Welterweight,finishing,worst,4,Adam Fugitt,-1.018,6,105,"{""prior_finish_win_rate"": 0.167, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.0, ""prior_win_rate"": 0.333}"
Welterweight,finishing,worst,5,Wellington Turman,-1.007,9,889,"{""prior_finish_win_rate"": 0.111, ""avg_kd_for"": 0.0, ""avg_sub_att_per_15"": 0.847, ""prior_win_rate"": 0.333}"
Welterweight,defense,best,1,Islam Makhachev,1.565,18,175,"{""avg_sig_str_defense"": 0.601, ""avg_td_defense"": 0.917, ""avg_sig_str_absorbed_per_15"": 22.687, ""avg_td_absorbed_per_15"": 0.103, ""avg_ctrl_absorbed_seconds_per_15"": 57.398, ""avg_kd_against"": 0.111, ""prior_finish_loss_rate"": 0.056}"
Welterweight,defense,best,2,Rinat Fakhretdinov,1.477,6,245,"{""avg_sig_str_defense"": 0.617, ""avg_td_defense"": 0.938, ""avg_sig_str_absorbed_per_15"": 54.404, ""avg_td_absorbed_per_15"": 0.167, ""avg_ctrl_absorbed_seconds_per_15"": 48.167, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.0}"
Welterweight,defense,best,3,Charles Radtke,1.251,7,28,"{""avg_sig_str_defense"": 0.595, ""avg_td_defense"": 1.0, ""avg_sig_str_absorbed_per_15"": 44.444, ""avg_td_absorbed_per_15"": 0.0, ""avg_ctrl_absorbed_seconds_per_15"": 24.718, ""avg_kd_against"": 0.286, ""prior_finish_loss_rate"": 0.286}"
Welterweight,defense,best,4,Kamaru Usman,1.149,19,329,"{""avg_sig_str_defense"": 0.53, ""avg_td_defense"": 0.933, ""avg_sig_str_absorbed_per_15"": 40.566, ""avg_td_absorbed_per_15"": 0.243, ""avg_ctrl_absorbed_seconds_per_15"": 38.91, ""avg_kd_against"": 0.053, ""prior_finish_loss_rate"": 0.053}"
Welterweight,defense,best,5,Gabriel Bonfim,0.983,7,182,"{""avg_sig_str_defense"": 0.606, ""avg_td_defense"": 0.923, ""avg_sig_str_absorbed_per_15"": 65.604, ""avg_td_absorbed_per_15"": 0.571, ""avg_ctrl_absorbed_seconds_per_15"": 75.267, ""avg_kd_against"": 0.143, ""prior_finish_loss_rate"": 0.143}"
Welterweight,defense,worst,1,Rhys McKee,-1.565,6,245,"{""avg_sig_str_defense"": 0.47, ""avg_td_defense"": 0.53, ""avg_sig_str_absorbed_per_15"": 118.928, ""avg_td_absorbed_per_15"": 2.501, ""avg_ctrl_absorbed_seconds_per_15"": 276.165, ""avg_kd_against"": 0.167, ""prior_finish_loss_rate"": 0.333}"
Welterweight,defense,worst,2,Niko Price,-1.496,19,42,"{""avg_sig_str_defense"": 0.467, ""avg_td_defense"": 0.369, ""avg_sig_str_absorbed_per_15"": 93.256, ""avg_td_absorbed_per_15"": 2.199, ""avg_ctrl_absorbed_seconds_per_15"": 191.138, ""avg_kd_against"": 0.211, ""prior_finish_loss_rate"": 0.474}"
Welterweight,defense,worst,3,Joel Alvarez,-1.356,11,0,"{""avg_sig_str_defense"": 0.449, ""avg_td_defense"": 0.31, ""avg_sig_str_absorbed_per_15"": 45.664, ""avg_td_absorbed_per_15"": 3.874, ""avg_ctrl_absorbed_seconds_per_15"": 292.496, ""avg_kd_against"": 0.0, ""prior_finish_loss_rate"": 0.182}"
Welterweight,defense,worst,4,Phil Rowe,-1.07,9,77,"{""avg_sig_str_defense"": 0.488, ""avg_td_defense"": 0.481, ""avg_sig_str_absorbed_per_15"": 56.786, ""avg_td_absorbed_per_15"": 2.743, ""avg_ctrl_absorbed_seconds_per_15"": 392.015, ""avg_kd_against"": 0.333, ""prior_finish_loss_rate"": 0.0}"
Welterweight,defense,worst,5,Takashi Sato,-1.069,7,1085,"{""avg_sig_str_defense"": 0.427, ""avg_td_defense"": 0.581, ""avg_sig_str_absorbed_per_15"": 70.323, ""avg_td_absorbed_per_15"": 1.443, ""avg_ctrl_absorbed_seconds_per_15"": 223.225, ""avg_kd_against"": 0.286, ""prior_finish_loss_rate"": 0.429}"
Welterweight,elo,best,1,Islam Makhachev,1750.394,18,175,"{""prior_elo"": 1750.394, ""prior_peak_elo"": 1750.394, ""prior_win_rate"": 0.944, ""prior_fights"": 18}"
Welterweight,elo,best,2,Kamaru Usman,1694.127,19,329,"{""prior_elo"": 1694.127, ""prior_peak_elo"": 1739.388, ""prior_win_rate"": 0.842, ""prior_fights"": 19}"
Welterweight,elo,best,3,Belal Muhammad,1656.909,20,168,"{""prior_elo"": 1656.909, ""prior_peak_elo"": 1694.166, ""prior_win_rate"": 0.75, ""prior_fights"": 20}"
Welterweight,elo,best,4,Ian Machado Garry,1646.875,11,168,"{""prior_elo"": 1646.875, ""prior_peak_elo"": 1646.875, ""prior_win_rate"": 0.909, ""prior_fights"": 11}"
Welterweight,elo,best,5,Leon Edwards,1643.639,19,175,"{""prior_elo"": 1643.639, ""prior_peak_elo"": 1705.036, ""prior_win_rate"": 0.737, ""prior_fights"": 19}"
Welterweight,elo,worst,1,Rhys McKee,1446.07,6,245,"{""prior_elo"": 1446.07, ""prior_peak_elo"": 1480.86, ""prior_win_rate"": 0.167, ""prior_fights"": 6}"
Welterweight,elo,worst,2,Francisco Prado,1451.591,6,28,"{""prior_elo"": 1451.591, ""prior_peak_elo"": 1506.335, ""prior_win_rate"": 0.167, ""prior_fights"": 6}"
Welterweight,elo,worst,3,Wellington Turman,1455.122,9,889,"{""prior_elo"": 1455.122, ""prior_peak_elo"": 1503.222, ""prior_win_rate"": 0.333, ""prior_fights"": 9}"
Welterweight,elo,worst,4,Andre Fialho,1457.556,7,959,"{""prior_elo"": 1457.556, ""prior_peak_elo"": 1527.555, ""prior_win_rate"": 0.286, ""prior_fights"": 7}"
Welterweight,elo,worst,5,Niko Price,1460.472,19,42,"{""prior_elo"": 1460.472, ""prior_peak_elo"": 1558.408, ""prior_win_rate"": 0.421, ""prior_fights"": 19}"
Welterweight,experience,best,1,Neil Magny,37.0,37,147,"{""prior_fights"": 37, ""prior_wins"": 24, ""prior_losses"": 13, ""prior_win_rate"": 0.649}"
Welterweight,experience,best,2,Rafael Dos Anjos,36.0,36,560,"{""prior_fights"": 36, ""prior_wins"": 21, ""prior_losses"": 15, ""prior_win_rate"": 0.583}"
Welterweight,experience,best,3,Matt Brown,30.0,30,1092,"{""prior_fights"": 30, ""prior_wins"": 17, ""prior_losses"": 13, ""prior_win_rate"": 0.567}"
Welterweight,experience,best,4,Tim Means,29.0,29,581,"{""prior_fights"": 29, ""prior_wins"": 15, ""prior_losses"": 14, ""prior_win_rate"": 0.517}"
Welterweight,experience,best,5,Kevin Holland,28.0,28,28,"{""prior_fights"": 28, ""prior_wins"": 16, ""prior_losses"": 12, ""prior_win_rate"": 0.571}"
Welterweight,experience,worst,1,Ange Loosa,5.0,5,329,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Welterweight,experience,worst,2,Oban Elliott,5.0,5,98,"{""prior_fights"": 5, ""prior_wins"": 3, ""prior_losses"": 2, ""prior_win_rate"": 0.6}"
Welterweight,experience,worst,3,Nikolay Veretennikov,5.0,5,91,"{""prior_fights"": 5, ""prior_wins"": 2, ""prior_losses"": 3, ""prior_win_rate"": 0.4}"
Welterweight,experience,worst,4,Michael Page,5.0,5,49,"{""prior_fights"": 5, ""prior_wins"": 4, ""prior_losses"": 1, ""prior_win_rate"": 0.8}"
Welterweight,experience,worst,5,Adam Fugitt,6.0,6,105,"{""prior_fights"": 6, ""prior_wins"": 2, ""prior_losses"": 4, ""prior_win_rate"": 0.333}"
Welterweight,reach,best,1,Kevin Holland,81.0,28,28,"{""height_inches"": 75.0, ""reach_inches"": 81.0, ""reach_minus_height_inches"": 6.0}"
Welterweight,reach,best,2,Phil Rowe,80.0,9,77,"{""height_inches"": 75.0, ""reach_inches"": 80.0, ""reach_minus_height_inches"": 5.0}"
Welterweight,reach,best,3,Neil Magny,80.0,37,147,"{""height_inches"": 75.0, ""reach_inches"": 80.0, ""reach_minus_height_inches"": 5.0}"
Welterweight,reach,best,4,Chidi Njokuani,80.0,10,77,"{""height_inches"": 75.0, ""reach_inches"": 80.0, ""reach_minus_height_inches"": 5.0}"
Welterweight,reach,best,5,Michael Page,79.0,5,49,"{""height_inches"": 75.0, ""reach_inches"": 79.0, ""reach_minus_height_inches"": 4.0}"
Welterweight,reach,worst,1,Francisco Prado,69.0,6,28,"{""height_inches"": 70.0, ""reach_inches"": 69.0, ""reach_minus_height_inches"": -1.0}"
Welterweight,reach,worst,2,Rafael Dos Anjos,70.0,36,560,"{""height_inches"": 68.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 2.0}"
Welterweight,reach,worst,3,Ricky Glenn,70.0,10,630,"{""height_inches"": 72.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": -2.0}"
Welterweight,reach,worst,4,Islam Makhachev,70.0,18,175,"{""height_inches"": 70.0, ""reach_inches"": 70.0, ""reach_minus_height_inches"": 0.0}"
